-DOCSTART- -X- O
also -X- I-O O
a -X- I-O O
DDoS -X- I-O B-MALWARE
(distributed -X- I-O O
denial -X- I-O O
of -X- I-O O
service) -X- I-O O
bot, -X- I-O O
each -X- I-O O
being -X- I-O O
purchase -X- I-O O
seperately. -X- I-O O

Fraudulent -X- I-O O
domains -X- I-O O
masquerading -X- I-O O
as -X- I-O O
Microsoft's -X- I-O B-VENDOR
Windows -X- I-O B-DEVICES
11 -X- I-O I-DEVICES
download -X- I-O O
portal -X- I-O O
are -X- I-O O
attempting -X- I-O O
to -X- I-O O
trick -X- I-O O
users -X- I-O O
into -X- I-O O
deploying -X- I-O O
trojanized -X- I-O O
installation -X- I-O O
files -X- I-O O
to -X- I-O O
infect -X- I-O O
systems -X- I-O O
with -X- I-O O
the -X- I-O O
Vidar -X- I-O B-MALWARE
information -X- I-O O
stealer -X- I-O O
malware. -X- I-O O
"The -X- I-O O
spoofed -X- I-O O
sites -X- I-O O
were -X- I-O O
created -X- I-O O
to -X- I-O O
distribute -X- I-O O
malicious -X- I-O O
ISO -X- I-O O
files -X- I-O O
which -X- I-O O
lead -X- I-O O
to -X- I-O O
a -X- I-O O
Vidar -X- I-O O
info-stealer -X- I-O O
infection -X- I-O O
on -X- I-O O
the -X- I-O O
endpoint," -X- I-O O
Zscaler -X- I-O O
said -X- I-O O
in -X- I-O O
a -X- I-O O
report. -X- I-O O
"These -X- I-O O
variants -X- I-O O
of -X- I-O O
Vidar -X- I-O O
malware -X- I-O O
fetch -X- I-O O
the -X- I-O O
C2 -X- I-O B-EXPLOITS
configuration -X- I-O I-EXPLOITS
from -X- I-O O
attacker-controlled -X- I-O O
social -X- I-O O
media -X- I-O O
channels -X- I-O O
hosted -X- I-O O
on -X- I-O O
Telegram -X- I-O O
and -X- I-O O
Mastodon -X- I-O O
network." -X- I-O O
Some -X- I-O O
of -X- I-O O
the -X- I-O O
rogue -X- I-O O
distribution -X- I-O O
vector -X- I-O O
domains, -X- I-O O
which -X- I-O O
were -X- I-O O
registered -X- I-O O
last -X- I-O O
month -X- I-O O
on -X- I-O O
April -X- I-O O
20, -X- I-O O
consist -X- I-O O
of -X- I-O O
ms-win11[.]com, -X- I-O O
win11-serv[.]com, -X- I-O O
and -X- I-O O
win11install[.]com, -X- I-O O
and -X- I-O O
ms-teams-app[.]net. -X- I-O O

Google's -X- I-O B-VENDOR
Threat -X- I-O B-ORG
Analysis -X- I-O I-ORG
Group -X- I-O I-ORG
(TAG) -X- I-O O
on -X- I-O O
Thursday -X- I-O O
pointed -X- I-O O
fingers -X- I-O O
at -X- I-O O
a -X- I-O O
North -X- I-O B-LOC
Macedonian -X- I-O I-LOC
spyware -X- I-O O
developer -X- I-O O
named -X- I-O O
Cytrox -X- I-O B-MALWARE
for -X- I-O O
developing -X- I-O O
exploits -X- I-O O
against -X- I-O O
five -X- I-O O
zero-day -X- I-O B-EXPLOITS
(aka -X- I-O O
0-day) -X- I-O O
flaws, -X- I-O O
four -X- I-O O
in -X- I-O O
Chrome -X- I-O O
and -X- I-O O
one -X- I-O O
in -X- I-O O
Android, -X- I-O B-DEVICES
to -X- I-O O
target -X- I-O O
Android -X- I-O O
users. -X- I-O O

A -X- I-O O
Linux -X- I-O B-DEVICES
botnet -X- I-O B-MALWARE
malware -X- I-O O
known -X- I-O O
as -X- I-O O
XorDdos -X- I-O B-MALWARE
has -X- I-O O
witnessed -X- I-O O
a -X- I-O O
254% -X- I-O O
surge -X- I-O O
in -X- I-O O
activity -X- I-O O
over -X- I-O O
the -X- I-O O
last -X- I-O O
six -X- I-O O
months, -X- I-O O
according -X- I-O O
to -X- I-O O
latest -X- I-O O
research -X- I-O O
from -X- I-O O
Microsoft. -X- I-O B-VENDOR
The -X- I-O O
trojan, -X- I-O B-MALWARE
so -X- I-O O
named -X- I-O O
for -X- I-O O
carrying -X- I-O O
out -X- I-O O
denial-of-service -X- I-O B-MALWARE
attacks -X- I-O I-MALWARE
on -X- I-O O
Linux -X- I-O B-DEVICES
systems -X- I-O O
and -X- I-O O
its -X- I-O O
use -X- I-O O
of -X- I-O O
XOR-based -X- I-O O
encryption -X- I-O O
for -X- I-O O
communications -X- I-O O
with -X- I-O O
its -X- I-O O
command-and-control -X- I-O B-EXPLOITS
(C2) -X- I-O I-EXPLOITS
server, -X- I-O I-EXPLOITS
is -X- I-O O
known -X- I-O O
to -X- I-O O
have -X- I-O O
been -X- I-O O
active -X- I-O O
since -X- I-O O
at -X- I-O O
least -X- I-O O
2014. -X- I-O O
"XorDdos' -X- I-O B-MALWARE
modular -X- I-O O
nature -X- I-O O
provides -X- I-O O
attackers -X- I-O O
with -X- I-O O
a -X- I-O O
versatile -X- I-O O
trojan -X- I-O O
capable -X- I-O O
of -X- I-O O
infecting -X- I-O O
a -X- I-O O
variety -X- I-O O
of -X- I-O O
Linux -X- I-O B-DEVICES
system -X- I-O O
architectures," -X- I-O O
Ratnesh -X- I-O O
Pandey, -X- I-O O
Yevgeny -X- I-O O
Kulakov, -X- I-O O
and -X- I-O O
Jonathan -X- I-O O
Bar -X- I-O O
Or -X- I-O O
of -X- I-O O
the -X- I-O O
Microsoft -X- I-O B-VENDOR
365 -X- I-O O
Defender -X- I-O O
Research -X- I-O O
Team -X- I-O O
said -X- I-O O
in -X- I-O O
an -X- I-O O
exhaustive -X- I-O O
deep-dive -X- I-O O
of -X- I-O O
the -X- I-O O
malware. -X- I-O O

The -X- I-O O
cybersecurity -X- I-O O
company -X- I-O O
attributed -X- I-O O
the -X- I-O O
attacks -X- I-O O
with -X- I-O O
low -X- I-O O
confidence -X- I-O O
to -X- I-O O
a -X- I-O O
Chinese -X- I-O O
hacking -X- I-O O
group, -X- I-O O
citing -X- I-O O
infrastructure -X- I-O O
overlaps -X- I-O O
between -X- I-O O
the -X- I-O O
RAT -X- I-O B-MALWARE
and -X- I-O O
Sakula -X- I-O B-MALWARE
Rat -X- I-O I-MALWARE
malware -X- I-O O
used -X- I-O O
by -X- I-O O
a -X- I-O O
threat -X- I-O O
actor -X- I-O O
known -X- I-O O
as -X- I-O O
Deep -X- I-O B-MALWARE
Panda. -X- I-O I-MALWARE

Dubbed -X- I-O O
ChromeLoader, -X- I-O B-MALWARE
the -X- I-O O
malware -X- I-O O
is -X- I-O O
a -X- I-O O
"pervasive -X- I-O O
and -X- I-O O
persistent -X- I-O O
browser -X- I-O O
hijacker -X- I-O O
that -X- I-O O
modifies -X- I-O O
its -X- I-O O
victims' -X- I-O O
browser -X- I-O O
settings -X- I-O O
and -X- I-O O
redirects -X- I-O O
user -X- I-O O
traffic -X- I-O O
to -X- I-O O
advertisement -X- I-O O
websites," -X- I-O O
Aedan -X- I-O O
Russell -X- I-O O
of -X- I-O B-ORG
Red -X- I-O I-ORG
Canary -X- I-O I-ORG
said -X- I-O O
in -X- I-O O
a -X- I-O O
new -X- I-O O
report. -X- I-O O
ChromeLoader -X- I-O B-MALWARE
is -X- I-O O
a -X- I-O O
rogue -X- I-O O
Chrome -X- I-O O
browser -X- I-O O
extension -X- I-O O
and -X- I-O O
is -X- I-O O
typically -X- I-O O
distributed -X- I-O O
in -X- I-O O
the -X- I-O O
form -X- I-O O
of -X- I-O O
ISO -X- I-O O
files -X- I-O O
via -X- I-O O
pay-per-install -X- I-O O
sites -X- I-O O
and -X- I-O O
baited -X- I-O O
social -X- I-O O
media -X- I-O O
posts -X- I-O O
that -X- I-O O
advertise -X- I-O O
QR -X- I-O O
codes -X- I-O O
to -X- I-O O
cracked -X- I-O O
video -X- I-O O
games -X- I-O O
and -X- I-O O
pirated -X- I-O O
movies. -X- I-O O

Orange -X- I-O O
Cyberdefense's -X- I-O O
CyberSOCs -X- I-O B-ORG
have -X- I-O O
been -X- I-O O
tracking -X- I-O O
the -X- I-O O
specific -X- I-O O
malware -X- I-O O
named -X- I-O O
Trickbot -X- I-O B-MALWARE
for -X- I-O O
quite -X- I-O O
some -X- I-O O
time. -X- I-O O
It -X- I-O O
is -X- I-O O
commonly -X- I-O O
attributed -X- I-O O
to -X- I-O O
a -X- I-O O
specific -X- I-O O
Threat -X- I-O O
Actor -X- I-O O
generally -X- I-O O
known -X- I-O O
under -X- I-O O
the -X- I-O O
name -X- I-O O
of -X- I-O O
Wizard -X- I-O B-MALWARE
Spider -X- I-O I-MALWARE
(Crowdstrike), -X- I-O B-ORG
UNC1778 -X- I-O O
(FireEye) -X- I-O B-ORG
or -X- I-O O
Gold -X- I-O O
Blackburn -X- I-O O
(Secureworks). -X- I-O B-ORG
Trickbot -X- I-O B-MALWARE
is -X- I-O O
a -X- I-O O
popular -X- I-O O
and -X- I-O O
modular -X- I-O O
Trojan -X- I-O B-MALWARE
initially -X- I-O O
used -X- I-O O
in -X- I-O O
targeting -X- I-O O
the -X- I-O O
banking -X- I-O B-ORG
industry, -X- I-O I-ORG
that -X- I-O O
has -X- I-O O
meanwhile -X- I-O O
been -X- I-O O
used -X- I-O O
to -X- I-O O
compromise -X- I-O O
companies -X- I-O O
from -X- I-O O
other -X- I-O O
industries -X- I-O O
as -X- I-O O
well. -X- I-O O
It -X- I-O O
delivers -X- I-O O
several -X- I-O O
types -X- I-O O
of -X- I-O O
payloads. -X- I-O B-EXPLOITS
Trickbot -X- I-O O
evolved -X- I-O O
progressively -X- I-O O
to -X- I-O O
be -X- I-O O
used -X- I-O O
as -X- I-O O
Malware-as-a-Service -X- I-O O
(MaaS) -X- I-O O
by -X- I-O O
different -X- I-O O
attack -X- I-O O
groups. -X- I-O O
The -X- I-O O
threat -X- I-O O
actor -X- I-O O
behind -X- I-O O
it -X- I-O O
is -X- I-O O
known -X- I-O O
to -X- I-O O
act -X- I-O O
quickly, -X- I-O O
using -X- I-O O
the -X- I-O O
well-known -X- I-O O
post-exploitation -X- I-O O
tool -X- I-O O
Cobalt -X- I-O B-EXPLOITS
Strike -X- I-O I-EXPLOITS
to -X- I-O O
move -X- I-O B-APT
laterally -X- I-O I-APT
on -X- I-O O
the -X- I-O O
company -X- I-O O
network -X- I-O O
infrastructure -X- I-O O
and -X- I-O O
deploy -X- I-O O
ransomware -X- I-O O
like -X- I-O O
Ryuk -X- I-O B-MALWARE
or -X- I-O O
Conti -X- I-O B-MALWARE
as -X- I-O O
a -X- I-O O
final -X- I-O O
stage. -X- I-O O
As -X- I-O O
it -X- I-O O
is -X- I-O O
used -X- I-O O
for -X- I-O O
initial -X- I-O O
access, -X- I-O O
being -X- I-O O
able -X- I-O O
to -X- I-O O
detect -X- I-O O
this -X- I-O O
threat -X- I-O O
as -X- I-O O
quickly -X- I-O O
as -X- I-O O
possible -X- I-O O
is -X- I-O O
a -X- I-O O
key -X- I-O O
element -X- I-O O
of -X- I-O O
success -X- I-O O
for -X- I-O O
preventing -X- I-O O
further -X- I-O O
attacks. -X- I-O O
This -X- I-O O
threat -X- I-O O
analysis -X- I-O O
will -X- I-O O
be -X- I-O O
focused -X- I-O O
on -X- I-O O
the -X- I-O O
threat -X- I-O O
actor -X- I-O O
named -X- I-O O
TA551, -X- I-O B-MALWARE
and -X- I-O O
its -X- I-O O
use -X- I-O O
of -X- I-O O
Trickbot -X- I-O B-MALWARE
as -X- I-O O
an -X- I-O O
example. -X- I-O O
I -X- I-O O
will -X- I-O O
present -X- I-O O
how -X- I-O O
we -X- I-O O
are -X- I-O O
able -X- I-O O
to -X- I-O O
perform -X- I-O O
detection -X- I-O O
at -X- I-O O
the -X- I-O O
different -X- I-O O
steps -X- I-O O
of -X- I-O O
the -X- I-O O
kill -X- I-O O
chain, -X- I-O O
starting -X- I-O O
from -X- I-O O
the -X- I-O O
initial -X- I-O O
infection -X- I-O O
through -X- I-O O
malspam -X- I-O O
campaigns, -X- I-O O
moving -X- I-O O
on -X- I-O O
to -X- I-O O
the -X- I-O O
detection -X- I-O O
of -X- I-O O
tools -X- I-O O
used -X- I-O O
by -X- I-O O
the -X- I-O O
threat -X- I-O O
actor -X- I-O O
during -X- I-O O
compromise. -X- I-O O
We -X- I-O O
will -X- I-O O
also -X- I-O O
provide -X- I-O O
some -X- I-O O
additional -X- I-O O
information -X- I-O O
about -X- I-O O
how -X- I-O O
the -X- I-O O
threat -X- I-O O
actor -X- I-O O
is -X- I-O O
using -X- I-O O
this -X- I-O O
malware -X- I-O O
and -X- I-O O
the -X- I-O O
evolution -X- I-O O
it -X- I-O O
took. -X- I-O O

Cybersecurity -X- I-O B-PER
researchers -X- I-O I-PER
have -X- I-O O
disclosed -X- I-O O
details -X- I-O O
of -X- I-O O
the -X- I-O O
latest -X- I-O O
version -X- I-O O
of -X- I-O O
the -X- I-O O
Chaos -X- I-O B-MALWARE
ransomware -X- I-O O
line, -X- I-O O
dubbed -X- I-O O
Yashma. -X- I-O B-MALWARE
Chaos -X- I-O O
is -X- I-O O
a -X- I-O O
customizable -X- I-O O
ransomware -X- I-O O
builder -X- I-O O
that -X- I-O O
emerged -X- I-O O
in -X- I-O O
underground -X- I-O O
forums -X- I-O O
on -X- I-O O
June -X- I-O O
9, -X- I-O O
2021, -X- I-O O
by -X- I-O O
falsely -X- I-O O
marketing -X- I-O O
itself -X- I-O O
as -X- I-O O
the -X- I-O O
.NET -X- I-O O
version -X- I-O O
of -X- I-O O
Ryuk -X- I-O B-MALWARE
despite -X- I-O O
sharing -X- I-O O
no -X- I-O O
such -X- I-O O
overlaps -X- I-O O
with -X- I-O O
the -X- I-O O
notorious -X- I-O O
counterpart. -X- I-O O

As -X- I-O O
many -X- I-O O
as -X- I-O O
722 -X- I-O O
ransomware -X- I-O B-MALWARE
attacks -X- I-O O
were -X- I-O O
observed -X- I-O O
during -X- I-O O
the -X- I-O O
fourth -X- I-O O
quarter -X- I-O O
of -X- I-O O
2021, -X- I-O O
with -X- I-O O
LockBit -X- I-O B-MALWARE
2.0, -X- I-O I-MALWARE
Conti, -X- I-O B-MALWARE
PYSA, -X- I-O B-MALWARE
Hive, -X- I-O B-MALWARE
and -X- I-O O
Grief -X- I-O B-MALWARE
emerging -X- I-O O
as -X- I-O O
the -X- I-O O
most -X- I-O O
prevalent -X- I-O O
strains, -X- I-O O
according -X- I-O O
to -X- I-O O
new -X- I-O O
research -X- I-O O
published -X- I-O O
by -X- I-O O
Intel -X- I-O B-VENDOR
471. -X- I-O O
"The -X- I-O O
most -X- I-O O
prevalent -X- I-O O
ransomware -X- I-O O
strain -X- I-O O
in -X- I-O O
the -X- I-O O
fourth -X- I-O O
quarter -X- I-O O
of -X- I-O O
2021 -X- I-O O
was -X- I-O O
LockBit -X- I-O B-MALWARE
2.0, -X- I-O I-MALWARE
which -X- I-O O
was -X- I-O O
responsible -X- I-O O
for -X- I-O O
29.7% -X- I-O O
of -X- I-O O
all -X- I-O O
reported -X- I-O O
incidents, -X- I-O O
followed -X- I-O O
by -X- I-O O
Conti -X- I-O B-MALWARE
at -X- I-O O
19%, -X- I-O O
PYSA -X- I-O B-MALWARE
at -X- I-O O
10.5%, -X- I-O O
and -X- I-O O
Hive -X- I-O B-MALWARE
at -X- I-O O
10.1%," -X- I-O O
the -X- I-O O
researchers -X- I-O O
said -X- I-O O
in -X- I-O O
a -X- I-O O
report -X- I-O O
shared -X- I-O O
with -X- I-O O
The -X- I-O O
Hacker -X- I-O O
News. -X- I-O O

Adversaries -X- I-O O
may -X- I-O O
add -X- I-O O
adversary-controlled -X- I-O O
credentials -X- I-O O
to -X- I-O O
a -X- I-O O
cloud -X- I-O O
account -X- I-O O
to -X- I-O O
maintain -X- I-O O
persistent -X- I-O O
access -X- I-O O
to -X- I-O O
victim -X- I-O O
accounts -X- I-O O
and -X- I-O O
instances -X- I-O O
within -X- I-O O
the -X- I-O O
environment. -X- I-O O
Adversaries -X- I-O O
may -X- I-O O
add -X- I-O O
credentials -X- I-O O
for -X- I-O O
Service -X- I-O O
Principals -X- I-O O
and -X- I-O O
Applications -X- I-O O
in -X- I-O O
addition -X- I-O O
to -X- I-O O
existing -X- I-O O
legitimate -X- I-O O
credentials -X- I-O O
in -X- I-O O
Azure -X- I-O O
AD.(Citation: -X- I-O O
Microsoft -X- I-O O
SolarWinds -X- I-O B-ORG
Customer -X- I-O O
Guidance)(Citation: -X- I-O O
Blue -X- I-O O
Cloud -X- I-O O
of -X- I-O O
Death)(Citation: -X- I-O O
Blue -X- I-O O
Cloud -X- I-O O
of -X- I-O O
Death -X- I-O O
Video) -X- I-O O
These -X- I-O O
credentials -X- I-O O
include -X- I-O O
both -X- I-O O
x509 -X- I-O O
keys -X- I-O O
and -X- I-O O
passwords.(Citation: -X- I-O O
Microsoft -X- I-O B-VENDOR
SolarWinds -X- I-O O
Customer -X- I-O O
Guidance) -X- I-O O
With -X- I-O O
sufficient -X- I-O O
permissions, -X- I-O O
there -X- I-O O
are -X- I-O O
a -X- I-O O
variety -X- I-O O
of -X- I-O O
ways -X- I-O O
to -X- I-O O
add -X- I-O O
credentials -X- I-O O
including -X- I-O O
the -X- I-O O
Azure -X- I-O O
Portal, -X- I-O O
Azure -X- I-O O
command -X- I-O O
line -X- I-O O
interface, -X- I-O O
and -X- I-O O
Azure -X- I-O O
or -X- I-O O
Az -X- I-O O
PowerShell -X- I-O O
modules.(Citation: -X- I-O O
Demystifying -X- I-O O
Azure -X- I-O O
AD -X- I-O O
Service -X- I-O O
Principals) -X- I-O O
In -X- I-O O
infrastructure-as-a-service -X- I-O O
(IaaS) -X- I-O O
environments, -X- I-O O
after -X- I-O O
gaining -X- I-O O
access -X- I-O O
through -X- I-O O
[Cloud -X- I-O O
Accounts](T1078.004), -X- I-O O
adversaries -X- I-O O
may -X- I-O O
generate -X- I-O O
or -X- I-O O
import -X- I-O O
their -X- I-O O
own -X- I-O O
SSH -X- I-O O
keys -X- I-O O
using -X- I-O O
either -X- I-O O
the -X- I-O O
`CreateKeyPair` -X- I-O B-COMMANDS
or -X- I-O O
`ImportKeyPair` -X- I-O B-COMMANDS
API -X- I-O O
in -X- I-O O
AWS -X- I-O O
or -X- I-O O
the -X- I-O O
`gcloud -X- I-O B-COMMANDS
compute -X- I-O I-COMMANDS
os-login -X- I-O I-COMMANDS
ssh-keys -X- I-O I-COMMANDS
add` -X- I-O I-COMMANDS
command -X- I-O O
in -X- I-O O
GCP.(Citation: -X- I-O O
GCP -X- I-O O
SSH -X- I-O B-NETWORK
Key -X- I-O O
Add) -X- I-O O
This -X- I-O O
allows -X- I-O O
persistent -X- I-O O
access -X- I-O O
to -X- I-O O
instances -X- I-O O
within -X- I-O O
the -X- I-O O
cloud -X- I-O O
environment -X- I-O O
without -X- I-O O
further -X- I-O O
usage -X- I-O O
of -X- I-O O
the -X- I-O O
compromised -X- I-O O
cloud -X- I-O O
accounts.(Citation: -X- I-O O
Expel -X- I-O O
IO -X- I-O O
Evil -X- I-O O
in -X- I-O O
AWS)(Citation: -X- I-O B-VENDOR
Expel -X- I-O O
Behind -X- I-O O
the -X- I-O O
Scenes) -X- I-O O

Adversaries -X- I-O B-PER
may -X- I-O O
manipulate -X- I-O O
accounts -X- I-O O
to -X- I-O O
maintain -X- I-O O
access -X- I-O O
to -X- I-O O
victim -X- I-O O
systems. -X- I-O O
Account -X- I-O O
manipulation -X- I-O O
may -X- I-O O
consist -X- I-O O
of -X- I-O O
any -X- I-O O
action -X- I-O O
that -X- I-O O
preserves -X- I-O O
adversary -X- I-O O
access -X- I-O O
to -X- I-O O
a -X- I-O O
compromised -X- I-O O
account, -X- I-O O
such -X- I-O O
as -X- I-O O
modifying -X- I-O O
credentials -X- I-O O
or -X- I-O O
permission -X- I-O O
groups. -X- I-O O
These -X- I-O O
actions -X- I-O O
could -X- I-O O
also -X- I-O O
include -X- I-O O
account -X- I-O O
activity -X- I-O O
designed -X- I-O O
to -X- I-O O
subvert -X- I-O O
security -X- I-O O
policies, -X- I-O O
such -X- I-O O
as -X- I-O O
performing -X- I-O O
iterative -X- I-O O
password -X- I-O O
updates -X- I-O O
to -X- I-O O
bypass -X- I-O O
password -X- I-O O
duration -X- I-O O
policies -X- I-O O
and -X- I-O O
preserve -X- I-O O
the -X- I-O O
life -X- I-O O
of -X- I-O O
compromised -X- I-O O
credentials. -X- I-O O
In -X- I-O O
order -X- I-O O
to -X- I-O O
create -X- I-O O
or -X- I-O O
manipulate -X- I-O O
accounts, -X- I-O O
the -X- I-O O
adversary -X- I-O O
must -X- I-O O
already -X- I-O O
have -X- I-O O
sufficient -X- I-O O
permissions -X- I-O O
on -X- I-O O
systems -X- I-O O
or -X- I-O O
the -X- I-O O
domain. -X- I-O O

Adversaries -X- I-O O
may -X- I-O O
use -X- I-O O
a -X- I-O O
non-application -X- I-O O
layer -X- I-O O
protocol -X- I-O O
for -X- I-O O
communication -X- I-O O
between -X- I-O O
host -X- I-O O
and -X- I-O O
C2 -X- I-O O
server -X- I-O O
or -X- I-O O
among -X- I-O O
infected -X- I-O O
hosts -X- I-O O
within -X- I-O O
a -X- I-O O
network. -X- I-O O
The -X- I-O O
list -X- I-O O
of -X- I-O O
possible -X- I-O O
protocols -X- I-O O
is -X- I-O O
extensive.(Citation: -X- I-O O
Wikipedia -X- I-O B-ORG
OSI) -X- I-O O
Specific -X- I-O O
examples -X- I-O O
include -X- I-O O
use -X- I-O O
of -X- I-O O
network -X- I-O O
layer -X- I-O O
protocols, -X- I-O O
such -X- I-O O
as -X- I-O O
the -X- I-O O
Internet -X- I-O B-NETWORK
Control -X- I-O I-NETWORK
Message -X- I-O I-NETWORK
Protocol -X- I-O I-NETWORK
(ICMP), -X- I-O B-NETWORK
transport -X- I-O O
layer -X- I-O O
protocols, -X- I-O O
such -X- I-O O
as -X- I-O O
the -X- I-O O
User -X- I-O B-NETWORK
Datagram -X- I-O I-NETWORK
Protocol -X- I-O I-NETWORK
(UDP), -X- I-O B-NETWORK
session -X- I-O O
layer -X- I-O O
protocols, -X- I-O O
such -X- I-O O
as -X- I-O B-NETWORK
Socket -X- I-O I-NETWORK
Secure -X- I-O I-NETWORK
(SOCKS), -X- I-O B-NETWORK
as -X- I-O O
well -X- I-O O
as -X- I-O O
redirected/tunneled -X- I-O O
protocols, -X- I-O O
such -X- I-O O
as -X- I-O B-NETWORK
Serial -X- I-O I-NETWORK
over -X- I-O I-NETWORK
LAN -X- I-O I-NETWORK
(SOL). -X- I-O B-NETWORK
ICMP -X- I-O O
communication -X- I-O O
between -X- I-O O
hosts -X- I-O O
is -X- I-O O
one -X- I-O O
example.(Citation: -X- I-O O
Cisco -X- I-O B-ORG
Synful -X- I-O B-EXPLOITS
Knock -X- I-O I-EXPLOITS
Evolution) -X- I-O O
Because -X- I-O O
ICMP -X- I-O O
is -X- I-O O
part -X- I-O O
of -X- I-O O
the -X- I-O O
Internet -X- I-O O
Protocol -X- I-O O
Suite, -X- I-O O
it -X- I-O O
is -X- I-O O
required -X- I-O O
to -X- I-O O
be -X- I-O O
implemented -X- I-O O
by -X- I-O O
all -X- I-O O
IP-compatible -X- I-O O
hosts; -X- I-O O
(Citation: -X- I-O O
Microsoft -X- I-O O
ICMP) -X- I-O O
however, -X- I-O O
it -X- I-O O
is -X- I-O O
not -X- I-O O
as -X- I-O O
commonly -X- I-O O
monitored -X- I-O O
as -X- I-O O
other -X- I-O O
Internet -X- I-O O
Protocols -X- I-O O
such -X- I-O O
as -X- I-O O
TCP -X- I-O B-NETWORK
or -X- I-O O
UDP -X- I-O O
and -X- I-O O
may -X- I-O O
be -X- I-O O
used -X- I-O O
by -X- I-O O
adversaries -X- I-O O
to -X- I-O O
hide -X- I-O O
communications. -X- I-O O

Adversaries -X- I-O O
can -X- I-O O
perform -X- I-O O
command -X- I-O O
and -X- I-O O
control -X- I-O O
between -X- I-O O
compromised -X- I-O O
hosts -X- I-O O
on -X- I-O O
potentially -X- I-O O
disconnected -X- I-O O
networks -X- I-O O
using -X- I-O O
removable -X- I-O O
media -X- I-O O
to -X- I-O O
transfer -X- I-O O
commands -X- I-O O
from -X- I-O O
system -X- I-O O
to -X- I-O O
system. -X- I-O O
Both -X- I-O O
systems -X- I-O O
would -X- I-O O
need -X- I-O O
to -X- I-O O
be -X- I-O O
compromised, -X- I-O O
with -X- I-O O
the -X- I-O O
likelihood -X- I-O O
that -X- I-O O
an -X- I-O O
Internet-connected -X- I-O O
system -X- I-O O
was -X- I-O O
compromised -X- I-O O
first -X- I-O O
and -X- I-O O
the -X- I-O O
second -X- I-O O
through -X- I-O O
lateral -X- I-O O
movement -X- I-O O
by -X- I-O O
[Replication -X- I-O B-EXPLOITS
Through -X- I-O I-EXPLOITS
Removable -X- I-O I-EXPLOITS
Media](T1091). -X- I-O I-EXPLOITS
Commands -X- I-O O
and -X- I-O O
files -X- I-O O
would -X- I-O O
be -X- I-O O
relayed -X- I-O O
from -X- I-O O
the -X- I-O O
disconnected -X- I-O O
system -X- I-O O
to -X- I-O O
the -X- I-O O
Internet-connected -X- I-O O
system -X- I-O O
to -X- I-O O
which -X- I-O O
the -X- I-O O
adversary -X- I-O O
has -X- I-O O
direct -X- I-O O
access. -X- I-O O

Adversaries -X- I-O O
may -X- I-O O
move -X- I-O O
onto -X- I-O O
systems, -X- I-O O
possibly -X- I-O O
those -X- I-O O
on -X- I-O O
disconnected -X- I-O O
or -X- I-O O
air-gapped -X- I-O O
networks, -X- I-O O
by -X- I-O O
copying -X- I-O O
malware -X- I-O O
to -X- I-O O
removable -X- I-O O
media -X- I-O O
and -X- I-O O
taking -X- I-O O
advantage -X- I-O O
of -X- I-O O
Autorun -X- I-O O
features -X- I-O O
when -X- I-O O
the -X- I-O O
media -X- I-O O
is -X- I-O O
inserted -X- I-O O
into -X- I-O O
a -X- I-O O
system -X- I-O O
and -X- I-O O
executes. -X- I-O O
In -X- I-O O
the -X- I-O O
case -X- I-O O
of -X- I-O O
Lateral -X- I-O B-EXPLOITS
Movement, -X- I-O I-EXPLOITS
this -X- I-O O
may -X- I-O O
occur -X- I-O O
through -X- I-O O
modification -X- I-O O
of -X- I-O O
executable -X- I-O O
files -X- I-O O
stored -X- I-O O
on -X- I-O O
removable -X- I-O O
media -X- I-O O
or -X- I-O O
by -X- I-O O
copying -X- I-O O
malware -X- I-O O
and -X- I-O O
renaming -X- I-O O
it -X- I-O O
to -X- I-O O
look -X- I-O O
like -X- I-O O
a -X- I-O O
legitimate -X- I-O O
file -X- I-O O
to -X- I-O O
trick -X- I-O O
users -X- I-O O
into -X- I-O O
executing -X- I-O O
it -X- I-O O
on -X- I-O O
a -X- I-O O
separate -X- I-O O
system. -X- I-O O
In -X- I-O O
the -X- I-O O
case -X- I-O O
of -X- I-O O
Initial -X- I-O O
Access, -X- I-O O
this -X- I-O O
may -X- I-O O
occur -X- I-O O
through -X- I-O O
manual -X- I-O O
manipulation -X- I-O O
of -X- I-O O
the -X- I-O O
media, -X- I-O O
modification -X- I-O O
of -X- I-O O
systems -X- I-O O
used -X- I-O O
to -X- I-O O
initially -X- I-O O
format -X- I-O O
the -X- I-O O
media, -X- I-O O
or -X- I-O O
modification -X- I-O O
to -X- I-O O
the -X- I-O O
media's -X- I-O O
firmware -X- I-O O
itself. -X- I-O O

Adversaries -X- I-O O
may -X- I-O O
take -X- I-O O
